keep,B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_COUNTRY_CODE,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,B_STATE_CODE,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REPORT_LOCATION_CHOICE,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENC_PERMIT,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
,3900745,6,59,2,0,82,3,,10,US,0,19,1,,,,390,39.08333,"GOSHEN, Cape May County New Jersey, United States",58810,745,-74.91667,LEG FLAG: N91 LIGHT GREEN;,22803,0,2341,Rufa Red Knot,34,133253120,5/29/2013,29,5,2013,SE,3911.2,500362,10,,E,E,,11,BR,0,4/30/2019,4,2019,2,0,8,,29,50,-5.08,Reserva Ponta do Tubarão (Shark's Point Reserve),,362,-36.48139,LEG FLAG: N91 BLACK ON LIGHT GREEN,Macau,7,,Rufa Red Knot,22,21,12,,4/14/2019,14,4,2019,6,7.83,133253120,,N
,2730971,2,83,2,0,82,3,Mod. per 23760_201806191042BM v4; Applied ISC 23760_201607221358BM v4; M,10,US,0,69,3,,,,273,27.58333,"Kingsville(Padre Island, Nr Corpus Christi), Kenedy County Texas, United States (Bandit ID: 241510)",293275,971,-97.25,LEG FLAG: 6L7 BLACK ON LIME;,23760,0,2341,Rufa Red Knot,48,133241771,12/6/2012,6,12,2012,SSW,10.5,2720971,83,,E,E,Enc created from Marker ID#: 200323;  species corrected per photo;;;,0,US,273,11/2/2017,11,2017,0,273,3,,29,272,27.43618,Padre Island National Seashore,,971,-97.29363,LEFT LEG FLAG: 6Y7 BLACK ON LIGHT GREEN; ,Ojo de Angua,13,WM,Red Knot,48,21,13,,10/31/2017,31,10,2017,6,5.33,133241771,,N
,2910900,6,42,2,0,1,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A66 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,123286726,4/28/2015,28,4,2015,E,7.8,2910895,42,,E,E,Enc created from Marker ID#: 246099;,11,US,51,4/15/2019,4,2019,0,51,2,,29,291,29.25884,Grand Isle State Park,,895,-89.95479,LEFT LEG FLAG: A66 BLACK ON LIGHT GREEN; ,,7,W,Red Knot,22,21,13,,4/13/2019,13,4,2019,4,5.83,123286726,,N
,2910900,6,42,2,0,1,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A91 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,123286749,4/29/2015,29,4,2015,E,8.1,2910895,42,,E,E,Enc created from Marker ID#: 95355; ;;;,0,US,51,5/9/2017,5,2017,0,51,2,,29,291,29.2595,,,895,-89.94987,LEFT LEG FLAG: A91 BLACK ON LIGHT GREEN; ,Grand Isle,13,C3,Red Knot,22,21,13,,3/25/2017,25,3,2017,2,3.75,123286749,,N
,2910900,6,42,2,0,82,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A01 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,131200634,4/15/2014,15,4,2014,SSE,4.5,2910900,42,,E,E,Enc created from Marker ID#: 190237; ;;,0,US,51,5/15/2017,5,2017,0,51,2,,29,291,29.19293,,,900,-90.04725,LEFT LEG FLAG: A01 BLACK ON LIGHT GREEN; ,Cheniere Caminada,13,C3,Red Knot,22,21,13,,5/14/2017,14,5,2017,3,4.92,131200634,,Y
,2910900,6,42,2,0,82,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A04 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,131200637,4/15/2014,15,4,2014,SSE,4.5,2910900,42,,E,E,Enc created from Marker ID#: 190235; ;;,0,US,51,5/15/2017,5,2017,0,51,2,,29,291,29.19293,,,900,-90.04725,LEFT LEG FLAG: A04 BLACK ON LIGHT GREEN; ,Cheniere Caminada,13,C3,Red Knot,22,21,13,,5/14/2017,14,5,2017,3,4.92,131200637,,Y
,2910900,6,42,2,0,82,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A06 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,131200639,4/17/2014,17,4,2014,S,1137.9,1250872,62,,E,E,Enc created from Marker ID#: 231787; ;,0,NU,0,2/14/2019,2,2019,0,0,7,,29,125,12.94909,,,872,-87.47409,LEFT LEG FLAG: A06 BLACK ON LIGHT GREEN; ,Capulinar,13,WM,Red Knot,3,21,13,,1/26/2018,26,1,2018,4,5.58,131200639,,N
,2910900,6,42,2,0,82,3,,10,US,0,19,2,CC,,,291,29.25,"Grand Isle(Elmers Island), Lafourche Parish Louisiana, United States (Bandit ID: 280800)",292276,900,-90.08333,"LEG FLAG, LEFT LEG ABOVE THE JOINT: A25 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,22,131200651,4/18/2014,18,4,2014,SSE,4.5,2910900,42,,E,E,Enc created from Marker ID#: 190233; ;,0,US,51,5/15/2017,5,2017,0,51,2,,29,291,29.19293,,,900,-90.04725,LEFT LEG FLAG: A25 BLACK ON LIGHT GREEN; ,Cheniere Caminada,13,C3,Red Knot,22,21,13,,5/14/2017,14,5,2017,3,4.92,131200651,,Y
,2710972,5,83,2,0,82,3,,10,US,0,69,3,CC,,,271,27.25,"Kingsville(Padre Island National Seashore 10-15 mile marker), Kenedy County Texas, United States (Bandit ID: 280731)",292273,972,-97.41667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 3M3 BLACK ON LIGHT GREEN, STYLE - 3VLR;",23760,0,2341,Rufa Red Knot,48,133241811,3/19/2013,19,3,2013,NNE,46.3,2750970,83,,N,E,Enc created from Marker ID#: 225131; ;,11,US,355,11/19/2018,11,2018,0,355,3,,29,275,27.83392,,,970,-97.0464,LEFT LEG FLAG: 3M3 BLACK ON LIGHT GREEN; ,Port Aransas,7,D,Red Knot,48,21,13,,9/16/2018,16,9,2018,6,6.25,133241811,,N
,2700972,6,83,2,0,82,3,,10,US,0,19,3,CC,,,270,27.08333,"Kingsville(Padre Island National Seashore 15-20 mile marker), Kenedy County Texas, United States (Bandit ID: 225165)",292272,972,-97.41667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: 000 WHITE ON DARK GREEN, STYLE - 3VLR; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",23760,0,2341,Rufa Red Knot,48,131200663,4/17/2015,17,4,2015,SSE,2220.9,30802,23,,E,E,used coords from finder--mcr;;,0,EC,0,9/3/2019,9,2019,2,0,8,,3,3,-0.60753,Protected Area Isla Corazon y Fragata Wildlife Refuge,,802,-80.40567,LEG FLAG: 000 WHITE ON GREEN,,3,,Rufa Red Knot,14,21,12,,8/8/2019,8,8,2019,5,6.17,131200663,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.5 mi WNW from Cape May Court House(Reeds Beach - centre part), Cape May County New Jersey, United States (Bandit ID: REEDSCEN)",294078,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: JYT WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133255874,5/14/2016,14,5,2016,WSW,23.9,3850751,21,,E,E,Enc created from Marker ID#: 216809; ;;,11,US,5,5/31/2018,5,2018,0,5,1,,29,385,38.91289,North end of beach,,751,-75.30408,LEFT LEG FLAG: JYT WHITE ON DARK GREEN; ,Slaughter Beach,13,D,Red Knot,10,21,13,,5/13/2018,13,5,2018,2,3.92,133255874,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.5 mi WNW from Cape May Court House(Reeds Beach - centre part), Cape May County New Jersey, United States (Bandit ID: REEDSCEN)",294078,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KJC WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133255886,5/14/2016,14,5,2016,NE,2.5,3900745,59,,E,E,Enc created from Marker ID#: 190269;  marker confirmed by photo;;;,11,US,9,5/16/2017,5,2017,0,9,1,,29,390,39.11271,"reeds beach, cape may court house, nj",,745,-74.891,LEFT LEG BAND #2: KJC WHITE ON GREEN; ,Reeds Beach,13,AM,Red Knot,34,21,13,,5/14/2017,14,5,2017,1,2.92,133255886,,Y
,3900745,6,59,2,0,82,3,,10,US,0,25,1,PL,,,390,39.08333,"4.5 mi WNW from Cape May Court House(Reeds Beach - centre part), Cape May County New Jersey, United States (Bandit ID: REEDSCEN)",294078,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KHV WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133255890,5/14/2016,14,5,2016,SSW,282.8,3500755,63,,E,E,Enc created from Marker ID#: 247881; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,350,35.07772,Cape Hatteras National Seashore,,755,-75.99204,LEFT LEG FLAG: KHV WHITE ON GREEN; ,,13,,Red Knot,37,21,13,,5/8/2019,8,5,2019,3,4.92,133255890,,N
,3900745,6,59,2,0,82,3,,10,US,0,25,1,PL,,,390,39.08333,"4.5 mi WNW from Cape May Court House(Reeds Beach - centre part), Cape May County New Jersey, United States (Bandit ID: REEDSCEN)",294078,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: CEA WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT; RADIO TRANSMITTER (GLUE TO SKIN OR FEATHERS);",22803,0,2341,Rufa Red Knot,34,133269031,5/14/2016,14,5,2016,SSE,4733.1,2410465,10,,E,E,Mod how obt per remarks - jnc;;,0,BR,0,5/8/2018,5,2018,2,0,8,,14,241,-24.27118,,,465,-46.92805,LEFT LEG FLAG: CEA WHITE ON GREEN; ,Peruhibe,5,M,Red Knot,27,21,7,,5/6/2018,6,5,2018,2,3.92,133269031,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: CLL WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269093,5/18/2016,18,5,2016,NE,164.4,4040724,61,,E,E,Enc created from Marker ID#: 193601;,11,US,103,8/2/2017,8,2017,0,103,1,,29,404,40.77278,CUPSOGUE PARK,,724,-72.7275,LEFT LEG FLAG: CLL WHITE ON DARK GREEN; ,,13,W,Red Knot,36,21,13,,8/1/2017,1,8,2017,2,3.17,133269093,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: CLL WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269093,5/18/2016,18,5,2016,NE,164.3,4040724,61,,E,E,Enc created from Marker ID#: 193939;,0,US,103,8/9/2017,8,2017,0,103,1,,29,404,40.77645,CUPSOGUE PARK,,724,-72.73632,LEFT LEG FLAG: CLL WHITE ON DARK GREEN; ,West Hampton Dunes,13,WM,Red Knot,36,21,13,,8/6/2017,6,8,2017,2,3.17,133269093,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.5 mi WNW from Cape May Court House(Reeds Beach - centre part), Cape May County New Jersey, United States (Bandit ID: REEDSCEN)",294078,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KUM WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269108,5/14/2016,14,5,2016,NE,39.6,3920741,59,,E,E,Band number auto-assigned.,0,US,1,8/19/2018,8,2018,0,1,1,,29,392,39.43679,North Brigantine State Natural Area,,741,-74.33275,LEFT LEG FLAG: KUM WHITE ON DARK GREEN; ,Brigantine,13,WM,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,3,4.17,133269108,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: JHX WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269157,5/18/2016,18,5,2016,NE,43.2,3930741,59,,E,E,Enc created from Marker ID#: 248505;;,0,US,29,5/24/2019,5,2019,0,29,1,,29,393,39.50862,Great Bay Boulevard State Wildlife Management Area,,741,-74.32457,LEFT LEG BAND #1: JHX WHITE ON GREEN; ,Beach Haven Heights,7,WM,Red Knot,34,21,13,,5/19/2019,19,5,2019,3,4.92,133269157,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: JKU WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269186,5/18/2016,18,5,2016,NE,39.4,3920742,59,,E,E,Enc created from Marker ID#: 222189;,0,US,1,8/23/2018,8,2018,0,1,1,,29,392,39.43417,Brigantine Natural,,742,-74.33577,LEFT LEG FLAG: JKU WHITE ON GREEN; ,Brigantine,13,WM,Rufa Red Knot,34,21,13,,8/18/2018,18,8,2018,3,4.17,133269186,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KLE WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269197,5/21/2016,21,5,2016,WSW,23.9,3850751,21,,E,E,Enc created from Marker ID#: 216907; ;,11,US,5,7/23/2018,7,2018,0,5,1,,29,385,38.91289,"Slaughter Beach, Milford",,751,-75.30408,LEFT LEG FLAG: KLE YELLOW ON DARK GREEN; ,Slaughter Beach,13,A,Red Knot,10,21,13,,5/14/2018,14,5,2018,2,3.92,133269197,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.3 mi W from Cape May Court House(Pierces Point Beach), Cape May County New Jersey, United States (Bandit ID: PIERCEPO)",294081,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KNP WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269264,5/22/2016,22,5,2016,SSW,920.2,2720824,25,,E,E,Enc created from Marker ID#: 209177; ;,0,US,81,2/23/2018,2,2018,0,81,1,,29,272,27.43167,,,824,-82.68548,LEFT LEG BAND #1: KNP WHITE ON DARK GREEN; ,Whitney Beach,13,C3,Red Knot,12,21,13,,2/8/2018,8,2,2018,2,3.67,133269264,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.6 mi NW from Cape May Court House(Reeds Beach - North end), Cape May County New Jersey, United States (Bandit ID: REEDSNOR)",294079,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: KMH WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269313,5/21/2016,21,5,2016,S,274.9,3510754,63,,E,E,Enc created from Marker ID#: 247849; Updated coord prec per remarks--CSH;,0,US,55,5/10/2019,5,2019,0,55,1,,29,351,35.16779,Cape Hatteras National Seashore,,754,-75.81755,LEFT LEG FLAG: MJ= BLACK ON LIGHT GREEN; ,,13,,Red Knot,37,21,13,,5/7/2019,7,5,2019,3,4.92,133269313,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Cooks Beach - North of road), Cape May County New Jersey, United States (Bandit ID: COOKSNOR)",294076,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MHK WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269338,5/27/2016,27,5,2016,NE,39.5,3930742,59,,E,E,Enc created from Marker ID#: 195515; ;;;;,11,US,1,9/5/2017,9,2017,0,,1,,29,393,39.51567,Edwin B Forsythe NWR-Holgate Unit,,742,-74.43265,LEFT LEG BAND #1: MHK WHITE ON DARK GREEN; ,,13,W,Red Knot,34,21,13,,9/1/2017,1,9,2017,2,3.25,133269338,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Cooks Beach - North of road), Cape May County New Jersey, United States (Bandit ID: COOKSNOR)",294076,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MAC WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269423,5/25/2016,25,5,2016,WSW,23.9,3850751,21,,E,E,Enc created from Marker ID#: 190683; ;,11,US,5,6/18/2018,6,2018,0,5,1,,29,385,38.91289,,,751,-75.30408,LEFT LEG FLAG: MAC WHITE ON GREEN; ,Slaughter Beach,7,D,Red Knot,10,21,13,,5/19/2017,19,5,2017,1,2.92,133269423,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Cooks Beach - North of road), Cape May County New Jersey, United States (Bandit ID: COOKSNOR)",294076,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MMA WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269615,5/25/2016,25,5,2016,NNE,106.4,4020735,59,,E,E,Enc created from Marker ID#: 192315;  marker confirmed by photo;;,0,US,25,7/18/2017,7,2017,0,25,1,,29,402,40.45295,s,,735,-73.99724,LEFT LEG BAND #2: MMA WHITE ON GREEN; ,Fort Hancock,13,M,Red Knot,34,21,13,,6/1/2017,1,6,2017,1,3,133269615,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Kimbles Beach - south of the road), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",294077,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MEJ WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269727,5/29/2016,29,5,2016,SSW,279.1,3500755,63,,E,E,Enc created from Marker ID#: 189753; ;;;,0,US,95,5/16/2017,5,2017,0,95,1,,29,350,35.1215,,,755,-75.92611,LEG FLAG: MEJ WHITE ON DARK GREEN; ,Widgen Woods,7,M,Red Knot,37,22,13,,4/23/2017,23,4,2017,1,2.83,133269727,,N
,3900745,6,59,2,0,82,3,,10,US,0,69,1,PL,,,390,39.08333,"4.2 mi WNW from Cape May Court House(Kimbles Beach - south of the road), Cape May County New Jersey, United States (Bandit ID: KIMBLESO)",294077,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: MEJ WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133269727,5/29/2016,29,5,2016,ESE,8.5,3900744,59,,E,E,Enc created from Marker ID#: 220541;,0,US,9,8/22/2018,8,2018,0,9,1,,29,390,39.02892,Stone Harbor Bird Sanctuary,,744,-74.77517,LEG FLAG: MEJ WHITE ON DARK GREEN; ,Anglesea,13,WM,Red Knot,34,21,13,,7/28/2018,28,7,2018,2,4.08,133269727,,N
,5010634,1,76,2,0,50,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Ile de Quarry, Archipel de Minagn, Cote-Nord), Québec, Canada (Bandit ID: QUARRY)",282027,634,-63.825,LEG FLAG: CNE BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,117278854,8/5/2015,5,8,2015,SSE,4151.9,500362,10,,E,E,"faded/stained white leg band, but still white around leg--mcr;",11,BR,0,4/30/2019,4,2019,2,0,8,,29,50,-5.08,Reserva Ponta do Tubarão (Shark's Point Reserve),,362,-36.48139,LEG FLAG: CNE BLACK ON WHITE,Macau,7,,Rufa Red Knot,22,21,12,,4/14/2019,14,4,2019,4,4.83,117278854,,N
,5010634,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Ile de Quarry, Archipel de Minagn, Cote-Nord), Québec, Canada (Bandit ID: QUARRY)",282027,634,-63.825,MISC.: 96 BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80255706,8/15/2015,15,8,2015,SW,780.8,4040724,61,,E,E,Enc created from Marker ID#: 191175; ;;,11,US,103,6/13/2017,6,2017,0,103,1,,29,404,40.77278,CUPSOGUE PARK,,724,-72.7275,RIGHT LEG FLAG: 96 BLACK ON WHITE; ,,13,W,Red Knot,36,21,13,,6/2/2017,2,6,2017,2,3,80255706,,N
,5010634,2,76,2,0,50,3,,1,CA,0,19,6,,,,501,50.20833,"Mingan(Ile de Niapiscau, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: NIAP)",282029,634,-63.74167,MISC.: JEN BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,117278971,10/12/2015,12,10,2015,SW,939.8,3900745,59,,E,E,Enc created from Marker ID#: 248621;,0,US,9,7/9/2019,7,2019,0,9,1,,29,390,39.10884,Cooks Beach,,745,-74.89349,RIGHT LEG BAND #1: JEN BLACK ON WHITE; ,Kimbles Beach,7,,Rufa Red Knot,34,21,13,,5/19/2019,19,5,2019,4,3.92,117278971,,N
,5010635,1,76,2,0,51,3,,1,CA,0,19,6,,,,501,50.225,"Mingan(Grande Ile, Archipel de Mingan, Cote-Nord), Québec, Canada (Bandit ID: GRANDE)",282028,635,-63.89167,LEG FLAG: EAH BLACK ON WHITE;,10700,0,2341,Rufa Red Knot,10,80255799,8/19/2015,19,8,2015,SW,1005.8,3800751,46,,E,E,Enc created from Marker ID#: 248917;;;,11,US,47,7/15/2019,7,2019,0,47,1,,29,380,38.08345,Assateague Island National Seashore,,751,-75.19963,RIGHT LEG BAND #1: EAH BLACK ON WHITE; ,,13,W,Red Knot,24,21,13,,5/24/2019,24,5,2019,4,4.92,80255799,,N
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,PL,390,39.08333,"4.3 mi W from Cape May Court House(Pierces Point Beach), Cape May County New Jersey, United States (Bandit ID: PIERCEPO)",294081,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: JTC WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133255172,5/12/2016,12,5,2016,NNE,3.3,3900745,59,,E,E,Band number auto-assigned.;;,0,US,9,5/25/2017,5,2017,0,9,1,,29,390,39.12686,,,745,-74.89195,RIGHT LEG FLAG: JTC WHITE ON DARK GREEN; ,Reeds Beach,13,M,Rufa Red Knot,34,21,13,,5/17/2017,17,5,2017,1,2.92,133255172,,Y
,3900745,6,59,2,0,82,3,,10,US,0,19,1,PL,,,390,39.08333,"4.3 mi W from Cape May Court House(Pierces Point Beach), Cape May County New Jersey, United States (Bandit ID: PIERCEPO)",294081,745,-74.91667,"LEG FLAG, LEFT LEG ABOVE THE JOINT: JVT WHITE ON DARK GREEN, STYLE - 3VLR; FEDERAL METAL BAND, RIGHT LEG BELOW THE JOINT;",22803,0,2341,Rufa Red Knot,34,133255840,5/12/2016,12,5,2016,NNE,3.3,3900745,59,,E,E,Band number auto-assigned.;,0,US,9,5/25/2017,5,2017,0,9,1,,29,390,39.12686,,,745,-74.89195,LEFT LEG FLAG: JVT WHITE ON DARK GREEN; ,Reeds Beach,13,M,Rufa Red Knot,34,21,13,,5/17/2017,17,5,2017,1,2.92,133255840,,Y
